HL7 v2,,,Condition (IF True),,,HL7 FHIR,,,,,Comments
,,,,,,3916005,,Structure of occipital lymph node, http://snomed.info/sct,,
,,,,,,3924000,,Structure of pericardiophrenic artery, http://snomed.info/sct,,
,,,,,,3931001,,OW - Oval window, http://snomed.info/sct,,
,,,,,,3935005,,Head of tenth rib structure, http://snomed.info/sct,,
,,,,,,3937002,,Structure of entorhinal cortex, http://snomed.info/sct,,
,,,,,,3954005,,Lacrimal sac structure, http://snomed.info/sct,,
,,,,,,3956007,,Structure of fifth metatarsal articular facet of fourth metatarsal bone, http://snomed.info/sct,,
,,,,,,3959000,,Structure of rectus capitis muscle, http://snomed.info/sct,,
,,,,,,3960005,,Olfactory tract structure, http://snomed.info/sct,,
,,,,,,3964001,,Structure of gyrus of brain, http://snomed.info/sct,,
,,,,,,3966004,,Entire parietal branch of anterior cerebral artery, http://snomed.info/sct,,
,,,,,,3977005,,Subcutaneous tissue structure of concha, http://snomed.info/sct,,
,,,,,,3984002,,Deep vein of clitoris, http://snomed.info/sct,,
,,,,,,3989007,,Structure of medial globus pallidus, http://snomed.info/sct,,
,,,,,,4015004,,"Chromosomes, group A", http://snomed.info/sct,,
,,,,,,4019005,,Posterior commissure of labium majorum, http://snomed.info/sct,,
,,,,,,4029003,,Eosinophilic progranulocyte, http://snomed.info/sct,,
,,,,,,4061004,,Lateral orbital wall, http://snomed.info/sct,,
,,,,,,4066009,,Structure of capsule of proximal interphalangeal joint of index finger, http://snomed.info/sct,,
,,,,,,4072009,,Structure of fourth coccygeal vertebra, http://snomed.info/sct,,
,,,,,,4081003,,Entire dorsal lingual vein, http://snomed.info/sct,,
,,,,,,4093007,,Structure of vagus nerve bronchial branch, http://snomed.info/sct,,
,,,,,,4111006,,Macula of the saccule, http://snomed.info/sct,,
,,,,,,4117005,,Lumbosacral spinal cord central canal structure, http://snomed.info/sct,,
,,,,,,4121003,,Structure of superior frontal sulcus, http://snomed.info/sct,,
,,,,,,4146003,,Structure of artery of extremity, http://snomed.info/sct,,
,,,,,,4148002,,Structure of palmar surface of little finger, http://snomed.info/sct,,
,,,,,,4150005,,Celiac nervous plexus structure, http://snomed.info/sct,,
,,,,,,4158003,,Abdominal aortic plexus structure, http://snomed.info/sct,,
,,,,,,4159006,,Hyparterial bronchus, http://snomed.info/sct,,
,,,,,,4180000,,Both lower extremities, http://snomed.info/sct,,
,,,,,,4193005,,Entire extensor tendon and tendon sheath of fifth toe, http://snomed.info/sct,,
,,,,,,4205002,,Türk cell, http://snomed.info/sct,,
,,,,,,4212006,,Epithelial cells, http://snomed.info/sct,,
,,,,,,4215008,,Head of second rib structure, http://snomed.info/sct,,
,,,,,,4247003,,Bone structure of first metacarpal, http://snomed.info/sct,,
,,,,,,4258007,,Posterior tibial vein, http://snomed.info/sct,,
,,,,,,4268002,,Lateral spinorubral tract, http://snomed.info/sct,,
,,,,,,4276000,,Structure of inferior articular process of seventh cervical vertebra, http://snomed.info/sct,,
,,,,,,4281009,,Structure of middle portion of ileum, http://snomed.info/sct,,
,,,,,,4295007,,Structure of paracortical area of lymph node, http://snomed.info/sct,,
,,,,,,4303006,,Cartilage canal, http://snomed.info/sct,,
,,,,,,4312008,,Anterior midline of abdomen, http://snomed.info/sct,,
,,,,,,4317002,,Structure of spinalis muscle, http://snomed.info/sct,,
,,,,,,4328003,,Protoplasmic astrocyte, http://snomed.info/sct,,
,,,,,,4335006,,Upper jaw region, http://snomed.info/sct,,
,,,,,,4352005,,Structure of subchorionic space, http://snomed.info/sct,,
,,,,,,4358009,,Structure of lateral surface of little finger, http://snomed.info/sct,,
,,,,,,4360006,,Stratum spinosum structure, http://snomed.info/sct,,
,,,,,,4369007,,Small intestine mucous membrane structure, http://snomed.info/sct,,
,,,,,,4371007,,Structure of fourth metatarsal facet of lateral cuneiform bone, http://snomed.info/sct,,
,,,,,,4375003,,Structure of incisure of cartilaginous portion of auditory canal, http://snomed.info/sct,,
,,,,,,4377006,,Structure of parafascicular nucleus of thalamus, http://snomed.info/sct,,
,,,,,,4394008,,Scala vestibuli structure, http://snomed.info/sct,,
,,,,,,4402002,,Structure of anterior articular surface for talus, http://snomed.info/sct,,
,,,,,,4419000,,Tracheal submucosa, http://snomed.info/sct,,
,,,,,,4421005,,Cellular structures, http://snomed.info/sct,,
,,,,,,4430002,,Structure of clivus ossis sphenoidalis, http://snomed.info/sct,,
,,,,,,4432005,,Structure of ductus arteriosus, http://snomed.info/sct,,
,,,,,,4442007,,Dental arch structure, http://snomed.info/sct,,
,,,,,,4486002,,Structure of accessory sinus gland, http://snomed.info/sct,,
,,,,,,4524000,,Structure of subclavian plexus, http://snomed.info/sct,,
,,,,,,4527007,,Joint structure of lower extremity, http://snomed.info/sct,,
,,,,,,4537002,,Structure of internal medullary lamina of thalamus, http://snomed.info/sct,,
,,,,,,4548009,,"Lamellated granule, as in surfactant-secreting cell", http://snomed.info/sct,,
,,,,,,4549001,,"Entire vagus nerve parasympathetic fibers to liver, gallbladder, bile ducts and pancreas", http://snomed.info/sct,,
,,,,,,4566004,,Structure of tentorium cerebelli, http://snomed.info/sct,,
,,,,,,4573009,,Desmosome, http://snomed.info/sct,,
,,,,,,4578000,,Skin structure of posterior surface of thigh, http://snomed.info/sct,,
,,,,,,4583008,,Structure of splenius muscle of trunk, http://snomed.info/sct,,
,,,,,,4588004,,Structure of middle trunk of brachial plexus, http://snomed.info/sct,,
,,,,,,4596009,,Larynx structure, http://snomed.info/sct,,
,,,,,,4603002,,Structure of base of phalanx of foot, http://snomed.info/sct,,
,,,,,,4606005,,Tubercle of eighth rib structure, http://snomed.info/sct,,
,,,,,,4621004,,Structure of lesser tuberosity of humerus, http://snomed.info/sct,,
,,,,,,4624007,,Structure of lymphatic cord, http://snomed.info/sct,,
,,,,,,4647008,,"Lipid droplet, homogeneous", http://snomed.info/sct,,
,,,,,,4651005,,Structure of tunica albuginea of corpus spongiosum, http://snomed.info/sct,,
,,,,,,4658004,,Skin structure of nuchal region, http://snomed.info/sct,,
,,,,,,4677002,,"Basal lamina, inclusion in subepithelial location", http://snomed.info/sct,,
,,,,,,4703008,,Cardinal vein structure, http://snomed.info/sct,,
,,,,,,4717004,,Neutrophilic myelocyte, http://snomed.info/sct,,
,,,,,,4718009,,Entire venous plexus of the foramen ovale basis cranii, http://snomed.info/sct,,
,,,,,,4743003,,Structure of ventral sacrococcygeal ligament, http://snomed.info/sct,,
,,,,,,4755009,,Structure of medial surface of great toe, http://snomed.info/sct,,
,,,,,,4759003,,Structure of gemellus muscle, http://snomed.info/sct,,
,,,,,,4766002,,Structure of supracardinal vein, http://snomed.info/sct,,
,,,,,,4768001,,Structure of perineal nerve, http://snomed.info/sct,,
,,,,,,4774001,,Structure of phrenic nerve pericardial branch, http://snomed.info/sct,,
,,,,,,4775000,,Structure of ventral posterior inferior nucleus, http://snomed.info/sct,,
,,,,,,4799000,,Deiter cell, http://snomed.info/sct,,
,,,,,,4810005,,Structure of uterine venous plexus, http://snomed.info/sct,,
,,,,,,4812002,,Anterior tibial compartment structure, http://snomed.info/sct,,
,,,,,,4828007,,Femoral canal structure, http://snomed.info/sct,,
,,,,,,4840007,,Subcutaneous tissue structure of ring finger, http://snomed.info/sct,,
,,,,,,4843009,,Ampulla of semicircular duct, http://snomed.info/sct,,
,,,,,,4861000,,Structure of tuberculum impar, http://snomed.info/sct,,
,,,,,,4866005,,Constrictor muscle of pharynx structure, http://snomed.info/sct,,
,,,,,,4870002,,Structure of dorsal tegmental nuclei of midbrain, http://snomed.info/sct,,
,,,,,,4871003,,Lamina of modiolus of cochlea, http://snomed.info/sct,,
,,,,,,4881004,,Entire sublingual vein, http://snomed.info/sct,,
,,,,,,4888005,,Entire interlobular vein of kidney, http://snomed.info/sct,,
,,,,,,4897009,,"Cell membrane, prokaryotic", http://snomed.info/sct,,
,,,,,,4905007,,Structure of uterovaginal plexus, http://snomed.info/sct,,
,,,,,,4906008,,Mastoid antrum structure, http://snomed.info/sct,,
,,,,,,4924005,,Cerebellar gracile lobule, http://snomed.info/sct,,
,,,,,,4942000,,Lower limb lymph node structure, http://snomed.info/sct,,
,,,,,,4954000,,Structure of radial notch of ulna, http://snomed.info/sct,,
,,,,,,4956003,,Subcutaneous tissue structure of back, http://snomed.info/sct,,
,,,,,,4958002,,Amygdaloid structure, http://snomed.info/sct,,
,,,,,,5001007,,Structure of superior temporal sulcus, http://snomed.info/sct,,
,,,,,,5023006,,Structure of yellow bone marrow, http://snomed.info/sct,,
,,,,,,5026003,,Structure of posterior surface of prostate, http://snomed.info/sct,,
,,,,,,5046008,,Structure of superficial dorsal veins of clitoris, http://snomed.info/sct,,
,,,,,,5068003,,Structure of obturator internus muscle ischial bursa, http://snomed.info/sct,,
,,,,,,5069006,,Structure of rugal column, http://snomed.info/sct,,
,,,,,,5076001,,Structure of infrasternal angle, http://snomed.info/sct,,
,,,,,,5115006,,Structure of posterior auricular vein, http://snomed.info/sct,,
,,,,,,5122003,,Entire angle of first rib, http://snomed.info/sct,,
,,,,,,5128004,,Lens zonules, http://snomed.info/sct,,
,,,,,,5140004,,Permanent upper right 6 tooth, http://snomed.info/sct,,
,,,,,,5192008,,Structure of intervertebral foramen of twelfth thoracic vertebra, http://snomed.info/sct,,
,,,,,,5194009,,Structure of epithelium of lens, http://snomed.info/sct,,
,,,,,,5195005,,Structure of right external carotid artery, http://snomed.info/sct,,
,,,,,,5204005,,Superior ileocecal recess, http://snomed.info/sct,,
,,,,,,5213007,,Frontal vein, http://snomed.info/sct,,
,,,,,,5225005,,Structure of uterine ostium of fallopian tube, http://snomed.info/sct,,
,,,,,,5228007,,Right cerebral hemisphere structure, http://snomed.info/sct,,
,,,,,,5229004,,Structure of mucosa of gallbladder, http://snomed.info/sct,,
,,,,,,5261000,,Structure of thoracic intervertebral disc, http://snomed.info/sct,,
,,,,,,5272005,,Skin structure of lateral portion of neck, http://snomed.info/sct,,
,,,,,,5279001,,Structure of foramen singulare, http://snomed.info/sct,,
,,,,,,5296000,,Structure of anterior mediastinal lymph node, http://snomed.info/sct,,
,,,,,,5324007,,Structure of superior pole of kidney, http://snomed.info/sct,,
,,,,,,5329002,,Bone structure of C4, http://snomed.info/sct,,
,,,,,,5336001,,Structure of inferior frontal gyrus, http://snomed.info/sct,,
,,,,,,5347008,,"Synaptic specialization, cytoplasmic", http://snomed.info/sct,,
,,,,,,5362005,,Structure of median arcuate ligament of diaphragm, http://snomed.info/sct,,
,,,,,,5366008,,Hippocampal structure, http://snomed.info/sct,,
,,,,,,5379004,,Small intestine muscularis propria, http://snomed.info/sct,,
,,,,,,5382009,,Superior fascia of perineum, http://snomed.info/sct,,
,,,,,,5394000,,Uterine paracervical lymph node, http://snomed.info/sct,,
,,,,,,5398002,,Normal fat pad, http://snomed.info/sct,,
,,,,,,5403001,,Articular process of third lumbar vertebra, http://snomed.info/sct,,
,,,,,,5421003,,Sex chromosome Y, http://snomed.info/sct,,
,,,,,,5427004,,Apocrine intraepidermal duct, http://snomed.info/sct,,
,,,,,,5458003,,Deep artery of clitoris, http://snomed.info/sct,,
,,,,,,5459006,,Cardiac incisure of stomach, http://snomed.info/sct,,
,,,,,,5491007,,Lacrimal part of orbicularis oculi muscle, http://snomed.info/sct,,
,,,,,,5493005,,Metacarpophalangeal joint of little finger, http://snomed.info/sct,,
,,,,,,5498001,,Superior aberrant ductule of epididymis, http://snomed.info/sct,,
,,,,,,5501001,,Hyaloid artery, http://snomed.info/sct,,
,,,,,,5520004,,Subcutaneous tissue of chin, http://snomed.info/sct,,
,,,,,,5538001,,Tegmental portion of pons, http://snomed.info/sct,,
,,,,,,5542003,,Crista marginalis of tooth, http://snomed.info/sct,,
,,,,,,5544002,,Longitudinal layer of duodenal muscularis propria, http://snomed.info/sct,,
,,,,,,5560003,,Alveolar ridge mucous membrane, http://snomed.info/sct,,
,,,,,,5564007,,Singlet, http://snomed.info/sct,,
,,,,,,5574005,,Seventh costal cartilage, http://snomed.info/sct,,
,,,,,,5580002,,Tendon of supraspinatus muscle, http://snomed.info/sct,,
,,,,,,5597008,,Retina of right eye, http://snomed.info/sct,,
,,,,,,5611001,,Anulus fibrosus of intervertebral disc of fifth cervical vertebra, http://snomed.info/sct,,
,,,,,,5625000,,Navicular facet of intermediate cuneiform bone, http://snomed.info/sct,,
,,,,,,5627008,,Right visceral pleura, http://snomed.info/sct,,
,,,,,,5633004,,Muscular portion of interventricular septum, http://snomed.info/sct,,
,,,,,,5643001,,Canal of stomach, http://snomed.info/sct,,
,,,,,,5644007,,Fractured membrane P face, http://snomed.info/sct,,
,,,,,,5653000,,Inner surface of seventh rib, http://snomed.info/sct,,
,,,,,,5665001,,Retina, http://snomed.info/sct,,
,,,,,,5668004,,Lower digestive tract, http://snomed.info/sct,,
,,,,,,5677006,,Lenticular fasciculus, http://snomed.info/sct,,
,,,,,,5682004,,Subcutaneous tissue of upper extremity, http://snomed.info/sct,,
,,,,,,5696005,,Articular part of tubercle of ninth rib, http://snomed.info/sct,,
,,,,,,5697001,,Skin of lateral surface of finger, http://snomed.info/sct,,
,,,,,,5709001,,Multifidus muscles, http://snomed.info/sct,,
,,,,,,5713008,,Submandibular triangle, http://snomed.info/sct,,
,,,,,,5717009,,Temporal fossa, http://snomed.info/sct,,
,,,,,,5718004,,Tendon and tendon sheath of leg and ankle, http://snomed.info/sct,,
,,,,,,5727003,,Anterior cervical lymph node, http://snomed.info/sct,,
,,,,,,5742000,,Skin of forearm, http://snomed.info/sct,,
,,,,,,5751008,,Subcutaneous tissue of anterior portion of neck, http://snomed.info/sct,,
,,,,,,5769004,,Endocervical epithelium, http://snomed.info/sct,,
,,,,,,5780004,,Paradidymis, http://snomed.info/sct,,
,,,,,,5798000,,Diaphragm, http://snomed.info/sct,,
,,,,,,5802004,,Medium sized neuron, http://snomed.info/sct,,
,,,,,,5814007,,Angle of seventh rib, http://snomed.info/sct,,
,,,,,,5815008,,Superior rectus muscle, http://snomed.info/sct,,
,,,,,,5816009,,Duodenal fold, http://snomed.info/sct,,
,,,,,,5825003,,Substantia propria of sclera, http://snomed.info/sct,,
,,,,,,5828001,,Posterior cord of brachial plexus, http://snomed.info/sct,,
,,,,,,5847003,,Superior articular process of seventh cervical vertebra, http://snomed.info/sct,,
,,,,,,5854009,,Orbital plate of ethmoid bone, http://snomed.info/sct,,
,,,,,,5868002,,Serosa of urinary bladder, http://snomed.info/sct,,
,,,,,,5872003,,Subcutaneous tissue of lateral border of sole of foot, http://snomed.info/sct,,
,,,,,,5881009,,Tuberosity of distal phalanx of hand, http://snomed.info/sct,,
,,,,,,5882002,,Endothelial sieve plate, http://snomed.info/sct,,
,,,,,,5889006,,"Articular surface, third metacarpal, of fourth metacarpal bone", http://snomed.info/sct,,
,,,,,,5890002,,Posterior cells of ethmoid sinus, http://snomed.info/sct,,
,,,,,,5893000,,Superior recess of tympanic membrane, http://snomed.info/sct,,
,,,,,,5898009,,Myotome, http://snomed.info/sct,,
,,,,,,5923009,,Articular process of twelfth thoracic vertebra, http://snomed.info/sct,,
,,,,,,5926001,,Bronchial lumen, http://snomed.info/sct,,
,,,,,,5928000,,Great cardiac vein, http://snomed.info/sct,,
,,,,,,5942008,,Tensor tympani muscle, http://snomed.info/sct,,
,,,,,,5943003,,Vestibular vein, http://snomed.info/sct,,
,,,,,,5944009,,Posterior palatine arch, http://snomed.info/sct,,
,,,,,,5948007,,Capsule of distal interphalangeal joint of third toe, http://snomed.info/sct,,
,,,,,,5951000,,Left wrist, http://snomed.info/sct,,
,,,,,,5953002,,Eighth rib, http://snomed.info/sct,,
,,,,,,5976004,,Subcutaneous tissue of eyelid, http://snomed.info/sct,,
,,,,,,5979006,,Episcleral artery, http://snomed.info/sct,,
,,,,,,5996007,,"Chromosomes, group D", http://snomed.info/sct,,
,,,,,,6001004,,Quadratus lumborum muscle, http://snomed.info/sct,,
,,,,,,6004007,,Intervertebral disc of second thoracic vertebra, http://snomed.info/sct,,
,,,,,,6006009,,Circular layer of duodenal muscularis propria, http://snomed.info/sct,,
,,,,,,6009002,,Mesentery of ascending colon, http://snomed.info/sct,,
,,,,,,6013009,,Reticuloendothelial system, http://snomed.info/sct,,
,,,,,,6014003,,Penicilliary arteries, http://snomed.info/sct,,
,,,,,,6023000,,Heterolysosome, http://snomed.info/sct,,
,,,,,,6032003,,Columnar epithelial cell, http://snomed.info/sct,,
,,,,,,6046003,,Outer surface of third rib, http://snomed.info/sct,,
,,,,,,6050005,,Lacrimal vein, http://snomed.info/sct,,
,,,,,,6059006,,Metacarpophalangeal joint of middle finger, http://snomed.info/sct,,
,,,,,,6062009,,Deciduous mandibular right canine tooth, http://snomed.info/sct,,
,,,,,,6073002,,Ligament of left superior vena cava, http://snomed.info/sct,,
,,,,,,6074008,,Capsule of temporomandibular joint, http://snomed.info/sct,,
,,,,,,6076005,,Gastrointestinal subserosa, http://snomed.info/sct,,
,,,,,,6104005,,Subclavian nerve, http://snomed.info/sct,,
,,,,,,6105006,,Body of fifth thoracic vertebra, http://snomed.info/sct,,
,,,,,,6110005,,Facial nerve parasympathetic fibers, http://snomed.info/sct,,
,,,,,,6194002,,Nail of fourth toe, http://snomed.info/sct,,
,,,,,,6216007,,Postcapillary venule, http://snomed.info/sct,,
,,,,,,6217003,,Piriform recess, http://snomed.info/sct,,
,,,,,,6229007,,Os lacrimale, http://snomed.info/sct,,
,,,,,,6253001,,Sulcus terminalis cordis, http://snomed.info/sct,,
,,,,,,6268000,,Accessory phrenic nerves, http://snomed.info/sct,,
,,,,,,6269008,,Subcutaneous tissue of scalp, http://snomed.info/sct,,
,,,,,,6279005,,Skin of dorsal surface of finger, http://snomed.info/sct,,
,,,,,,6317000,,Posterior basal branch of left pulmonary artery, http://snomed.info/sct,,
,,,,,,6325003,,Aryepiglottic muscle, http://snomed.info/sct,,
,,,,,,6326002,,Fetal atloid articulation, http://snomed.info/sct,,
,,,,,,6335009,,Lymphoid follicle of stomach, http://snomed.info/sct,,
,,,,,,6359004,,Hair medulla, http://snomed.info/sct,,
,,,,,,6371005,,Lymphatics of thyroid gland, http://snomed.info/sct,,
,,,,,,6375001,,Cavernous portion of urethra, http://snomed.info/sct,,
,,,,,,6392005,,Coccygeal nerve, http://snomed.info/sct,,
,,,,,,6404004,,Ligamentum nuchae, http://snomed.info/sct,,
,,,,,,6413002,,Presymphysial lymph node, http://snomed.info/sct,,
,,,,,,6417001,,Medial malleolus, http://snomed.info/sct,,
,,,,,,6423006,,Supraspinatus muscle, http://snomed.info/sct,,
,,,,,,6424000,,Structure of radiating portion of cortical lobule of kidney, http://snomed.info/sct,,
,,,,,,6445007,,Mast cell, http://snomed.info/sct,,
,,,,,,6448009,,Posterior vagal trunk, http://snomed.info/sct,,
,,,,,,6450001,,Cytotrophoblast, http://snomed.info/sct,,
,,,,,,6472004,,Medial aspect of ovary, http://snomed.info/sct,,
,,,,,,6504002,,Glans clitoridis, http://snomed.info/sct,,
,,,,,,6511003,,Distal portion of circumflex branch of left coronary artery, http://snomed.info/sct,,
,,,,,,6530003,,Cardiac valve leaflet, http://snomed.info/sct,,
,,,,,,6533001,,Colonic haustra, http://snomed.info/sct,,
,,,,,,6538005,,Thyrocervical trunk, http://snomed.info/sct,,
,,,,,,6541001,,Anterior commissure of mitral valve, http://snomed.info/sct,,
,,,,,,6544009,,Gastrohepatic ligament, http://snomed.info/sct,,
,,,,,,6550004,,Angular incisure of stomach, http://snomed.info/sct,,
,,,,,,6551000,,Pollicis artery, http://snomed.info/sct,,
,,,,,,6553002,,Inferior nasal turbinate, http://snomed.info/sct,,
,,,,,,6564004,,Medial border of sole, http://snomed.info/sct,,
,,,,,,6566002,,Cerebellar hemisphere, http://snomed.info/sct,,
,,,,,,6572002,,Base of phalanx of middle finger, http://snomed.info/sct,,
,,,,,,6598008,,Lingual nerve, http://snomed.info/sct,,
,,,,,,6606008,,Structure of dorsal intercuneiform ligaments, http://snomed.info/sct,,
,,,,,,6608009,,Sphenoparietal sinus, http://snomed.info/sct,,
,,,,,,6620001,,Cuticle of nail, http://snomed.info/sct,,
,,,,,,6623004,,Sternal muscle, http://snomed.info/sct,,
,,,,,,6633007,,Right posterior cerebral artery, http://snomed.info/sct,,
,,,,,,6643005,,Right anterior cerebral artery, http://snomed.info/sct,,
,,,,,,6646002,,Anterior fossa of cranial cavity, http://snomed.info/sct,,
,,,,,,6649009,,Uterine subserosa, http://snomed.info/sct,,
,,,,,,6651008,,Central lobule of cerebellum, http://snomed.info/sct,,
,,,,,,6684008,,Articular facet of head of fibula, http://snomed.info/sct,,
,,,,,,6685009,,Right ankle, http://snomed.info/sct,,
,,,,,,6711001,,Arch of second lumbar vertebra, http://snomed.info/sct,,
,,,,,,6720005,,Femoral nerve lateral muscular branches, http://snomed.info/sct,,
,,,,,,6731002,,Pleural recess, http://snomed.info/sct,,
,,,,,,6739000,,Chorda tympani, http://snomed.info/sct,,
,,,,,,6742006,,Callosomarginal branch of anterior cerebral artery, http://snomed.info/sct,,
,,,,,,6750002,,Mitochondrial inclusion, http://snomed.info/sct,,
,,,,,,6757004,,Right knee, http://snomed.info/sct,,
,,,,,,6787005,,Tendon and tendon sheath of hand, http://snomed.info/sct,,
,,,,,,6789008,,Spermatozoa, http://snomed.info/sct,,
,,,,,,6799003,,Macula of utricle, http://snomed.info/sct,,
,,,,,,6805009,,Interstitial tissue of spleen, http://snomed.info/sct,,
,,,,,,6820003,,Obturator nerve anterior branch, http://snomed.info/sct,,
,,,,,,6828005,,Ligament of lumbosacral joint, http://snomed.info/sct,,
,,,,,,6829002,,Pars ciliaris of retina, http://snomed.info/sct,,
,,,,,,6834003,,Axial skeleton, http://snomed.info/sct,,
,,,,,,6841009,,Corticomedullary junction of kidney, http://snomed.info/sct,,
,,,,,,6844001,,Spore crystal, http://snomed.info/sct,,
,,,,,,6850006,,Secondary foot process, http://snomed.info/sct,,
,,,,,,6864006,,Leaf of epiglottis, http://snomed.info/sct,,
,,,,,,6866008,,Habenular commissure, http://snomed.info/sct,,
,,,,,,6871001,,Visceral pericardium, http://snomed.info/sct,,
,,,,,,6894000,,Medial surface of arm, http://snomed.info/sct,,
,,,,,,6902008,,Popliteal region, http://snomed.info/sct,,
,,,,,,6905005,,Subcutaneous tissue of medial surface of third toe, http://snomed.info/sct,,
,,,,,,6912001,,Lower alveolar ridge mucosa, http://snomed.info/sct,,
,,,,,,6914000,,Perivascular space, http://snomed.info/sct,,
,,,,,,6921000,,Right upper extremity, http://snomed.info/sct,,
,,,,,,6930008,,Jugular arch, http://snomed.info/sct,,
,,,,,,6944002,,Anterior labial veins, http://snomed.info/sct,,
,,,,,,6969002,,Lymphocytic tissue, http://snomed.info/sct,,
,,,,,,6975006,,Anterior myocardium, http://snomed.info/sct,,
,,,,,,6981003,,Posterior hypothalamic nucleus, http://snomed.info/sct,,
,,,,,,6987004,,Collateral sulcus, http://snomed.info/sct,,
,,,,,,6989001,,Thoracolumbar region of back, http://snomed.info/sct,,
,,,,,,6991009,,Subcutaneous tissue of jaw, http://snomed.info/sct,,
,,,,,,7035006,,Bile duct mucous membrane, http://snomed.info/sct,,
,,,,,,7050002,,Subcutaneous tissue of external genitalia, http://snomed.info/sct,,
,,,,,,7067009,,Right colic artery, http://snomed.info/sct,,
,,,,,,7076002,,Interstitial tissue of myocardium, http://snomed.info/sct,,
,,,,,,7083009,,Middle phalanx of index finger, http://snomed.info/sct,,
,,,,,,7090004,,Supraaortic branches, http://snomed.info/sct,,
,,,,,,7091000,,Ventral posterolateral nucleus of thalamus, http://snomed.info/sct,,
,,,,,,7099003,,Attachment plaque of desmosome or hemidesmosome, http://snomed.info/sct,,
,,,,,,7117004,,Fetal implantation site, http://snomed.info/sct,,
,,,,,,7121006,,Maxillary right second molar tooth, http://snomed.info/sct,,
,,,,,,7148007,,Anulus fibrosus of intervertebral disc of thoracic vertebra, http://snomed.info/sct,,
,,,,,,7149004,,False rib, http://snomed.info/sct,,
,,,,,,7154008,,Trigeminal ganglion sensory root, http://snomed.info/sct,,
,,,,,,7160008,,Base of metacarpal bone, http://snomed.info/sct,,
,,,,,,7167006,,Paraduodenal recess, http://snomed.info/sct,,
,,,,,,7173007,,Cauda equina, http://snomed.info/sct,,
,,,,,,7188002,,Gustatory pore, http://snomed.info/sct,,
,,,,,,7192009,,Isthmus tympani posticus, http://snomed.info/sct,,
,,,,,,7227003,,Hypoglossal nerve intrinsic tongue muscle branch, http://snomed.info/sct,,
,,,,,,7234001,,Inferior choroid vein, http://snomed.info/sct,,
,,,,,,7242000,,Appendiceal muscularis propria, http://snomed.info/sct,,
,,,,,,7275008,,Lymphatics of appendix and large intestine, http://snomed.info/sct,,
,,,,,,7295002,,Muscle of perineum, http://snomed.info/sct,,
,,,,,,7296001,,Deep inguinal ring, http://snomed.info/sct,,
,,,,,,7311008,,Anterior surface of arm, http://snomed.info/sct,,
,,,,,,7344002,,Lingual gyrus, http://snomed.info/sct,,
,,,,,,7345001,,Ciliary processes, http://snomed.info/sct,,
,,,,,,7347009,,Infratendinous olecranon bursa, http://snomed.info/sct,,
,,,,,,7362006,,Lymphatic of head, http://snomed.info/sct,,
,,,,,,7376007,,Left margin of uterus, http://snomed.info/sct,,
,,,,,,7378008,,Paraventricular nucleus of thalamus, http://snomed.info/sct,,
,,,,,,7384006,,Plantar calcaneocuboidal ligament, http://snomed.info/sct,,
,,,,,,7404008,,Anterior semicircular duct, http://snomed.info/sct,,
,,,,,,7435002,,Ovarian ligament, http://snomed.info/sct,,
,,,,,,7471001,,Lateral surface of sublingual gland, http://snomed.info/sct,,
,,,,,,7477002,,"Lipid, crystalline", http://snomed.info/sct,,
,,,,,,7480001,,Iliotibial tract, http://snomed.info/sct,,
,,,,,,7494000,,Cerebellar lenticular nucleus, http://snomed.info/sct,,
,,,,,,7498002,,Plantar tarsal ligaments, http://snomed.info/sct,,
,,,,,,7507003,,Anterior ligament of head of fibula, http://snomed.info/sct,,
,,,,,,7524009,,Vasa vasorum, http://snomed.info/sct,,
,,,,,,7532001,,Vagus nerve parasympathetic fibers, http://snomed.info/sct,,
,,,,,,7554004,,Deep head of flexor pollicis brevis muscle, http://snomed.info/sct,,
,,,,,,7566005,,Mitotic cell in anaphase, http://snomed.info/sct,,
,,,,,,7569003,,Finger, http://snomed.info/sct,,
,,,,,,7591005,,Intervertebral disc space of eleventh thoracic vertebra, http://snomed.info/sct,,
,,,,,,7597009,,Subcutaneous tissue of vertex, http://snomed.info/sct,,
,,,,,,7605000,,Connexon, http://snomed.info/sct,,
,,,,,,7610001,,Tenth thoracic vertebra, http://snomed.info/sct,,
,,,,,,7629007,,Thalamoolivary tract, http://snomed.info/sct,,
,,,,,,7651004,,Intervenous tubercle of right atrium, http://snomed.info/sct,,
,,,,,,7652006,,Frenulum labii, http://snomed.info/sct,,
,,,,,,7657000,,Femoral artery, http://snomed.info/sct,,
,,,,,,7658005,,Subtendinous bursa of triceps brachii muscle, http://snomed.info/sct,,
,,,,,,7697002,,Pontine portion of medial longitudinal fasciculus, http://snomed.info/sct,,
,,,,,,7712004,,Subdural space of spinal region, http://snomed.info/sct,,
,,,,,,7726008,,Skin of medial surface of fifth toe, http://snomed.info/sct,,
,,,,,,7736000,,Posterior choroidal artery, http://snomed.info/sct,,
,,,,,,7742001,,Palatine duct, http://snomed.info/sct,,
,,,,,,7748002,,Skin appendage, http://snomed.info/sct,,
,,,,,,7755000,,Mesovarian margin of ovary, http://snomed.info/sct,,
,,,,,,7756004,,Lamina of third thoracic vertebra, http://snomed.info/sct,,
,,,,,,7764005,,Striate artery, http://snomed.info/sct,,
,,,,,,7769000,,Right foot, http://snomed.info/sct,,
,,,,,,7783003,,Sympathetic trunk spinal nerve branch, http://snomed.info/sct,,
